"","id","vendor_id","pickup_datetime","dropoff_datetime","passenger_count","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","store_and_fwd_flag","trip_duration"
"717822","id3191330",1,"2016-06-28 23:08:20","2016-06-28 23:28:44",1,-73.9854354858398,40.7384986877441,-73.9932708740234,40.7006187438965,"N",1224
"984834","id2710654",2,"2016-02-27 09:57:34","2016-02-27 10:00:42",2,-73.9522247314453,40.7781982421875,-73.9583740234375,40.7766799926758,"N",188
"728173","id2584670",2,"2016-02-27 21:39:59","2016-02-27 21:52:47",1,-73.9656066894531,40.7602462768555,-73.9826583862305,40.7772483825684,"N",768
"1175419","id1363764",2,"2016-04-02 07:23:13","2016-04-02 07:27:40",1,-73.9801483154297,40.7430458068848,-73.9917449951172,40.7489776611328,"N",267
"918593","id1376720",2,"2016-04-11 21:22:41","2016-04-11 21:30:12",2,-73.9729232788086,40.7643699645996,-73.9751663208008,40.7520484924316,"N",451
"186248","id1668313",1,"2016-02-08 18:32:19","2016-02-08 18:53:13",1,-73.9717864990234,40.7656402587891,-73.9981994628906,40.7262268066406,"N",1254
"384773","id1322665",1,"2016-06-21 02:47:00","2016-06-21 02:49:51",1,-73.9638748168945,40.7571029663086,-73.9612274169922,40.7629165649414,"N",171
"337516","id2314360",1,"2016-02-01 13:30:19","2016-02-01 13:44:20",1,-73.981086730957,40.7815589904785,-73.9709854125977,40.7615356445312,"N",841
"1208742","id3135248",2,"2016-01-22 22:15:48","2016-01-22 22:27:42",2,-73.9824371337891,40.7567100524902,-73.9750289916992,40.7877960205078,"N",714
"328143","id3393766",1,"2016-05-29 15:32:28","2016-05-29 15:40:41",1,-73.9565048217773,40.8182716369629,-73.9519424438477,40.799072265625,"N",493
"1419365","id2821230",2,"2016-05-01 16:22:38","2016-05-01 16:36:32",1,-74.0065689086914,40.7405776977539,-73.9850387573242,40.7686309814453,"N",834
"1111856","id2273219",1,"2016-02-29 18:26:37","2016-02-29 18:38:12",1,-73.9679946899414,40.762939453125,-73.9867782592773,40.7718544006348,"N",695
"769231","id1391073",2,"2016-04-06 20:47:26","2016-04-06 21:07:20",1,-73.9996109008789,40.7436294555664,-73.9894638061523,40.7161254882812,"N",1194
"843745","id0194174",1,"2016-03-16 14:59:34","2016-03-16 15:41:37",1,-74.0102615356445,40.7202262878418,-73.872200012207,40.774528503418,"N",2523
"1438080","id2957526",2,"2016-01-12 09:49:43","2016-01-12 09:55:39",2,-73.9552230834961,40.7877311706543,-73.9527969360352,40.7801055908203,"N",356
"524168","id3440790",2,"2016-03-28 07:09:32","2016-03-28 07:12:46",1,-73.9916000366211,40.750129699707,-73.9821624755859,40.7575302124023,"N",194
"400547","id0736680",1,"2016-01-28 00:25:00","2016-01-28 00:38:08",1,-74.0097198486328,40.7061614990234,-73.9889144897461,40.688648223877,"N",788
"263697","id3522022",1,"2016-03-10 08:49:37","2016-03-10 09:04:32",1,-73.9900131225586,40.733097076416,-73.9853134155273,40.7530364990234,"N",895
"398313","id2571735",1,"2016-01-15 19:54:50","2016-01-15 20:17:33",1,-73.9542846679688,40.7637710571289,-74.0163345336914,40.7172546386719,"N",1363
"1159579","id1942854",2,"2016-03-24 08:08:14","2016-03-24 08:18:24",1,-73.9796752929688,40.7328147888184,-73.9924087524414,40.7379112243652,"N",610
"1102454","id1901426",2,"2016-06-06 06:39:21","2016-06-06 06:45:34",2,-73.9677734375,40.7654418945312,-73.9522171020508,40.7899398803711,"N",373
"53490","id0680473",1,"2016-05-01 17:19:10","2016-05-01 17:26:20",1,-74.0112075805664,40.7288513183594,-74.0051193237305,40.7154083251953,"N",430
"1437876","id3781003",2,"2016-01-01 19:15:57","2016-01-01 19:36:33",2,-73.9771347045898,40.758487701416,-73.991584777832,40.7148208618164,"N",1236
"1168678","id2668119",2,"2016-03-25 19:54:35","2016-03-25 20:10:22",5,-73.9944152832031,40.7507438659668,-74.0168533325195,40.7093925476074,"N",947
"385689","id2425046",2,"2016-04-21 21:12:47","2016-04-21 21:28:39",5,-73.9831237792969,40.7851600646973,-73.9908676147461,40.7574691772461,"N",952
"321850","id3908376",2,"2016-02-21 06:09:27","2016-02-21 06:39:15",1,-73.7811050415039,40.6449890136719,-73.9792404174805,40.7545051574707,"N",1788
"79112","id0054219",1,"2016-02-08 20:59:55","2016-02-08 21:06:30",1,-73.9830703735352,40.7388801574707,-73.9858093261719,40.7463150024414,"N",395
"901543","id2393128",1,"2016-01-19 15:15:10","2016-01-19 15:24:38",1,-73.9391860961914,40.8050003051758,-73.9514312744141,40.7911758422852,"N",568
"162792","id1510466",2,"2016-05-15 00:55:54","2016-05-15 01:13:47",1,-74.0046997070312,40.7419624328613,-73.9915237426758,40.7275085449219,"N",1073
"39976","id0487106",1,"2016-03-08 09:02:54","2016-03-08 09:08:45",1,-73.9870147705078,40.7593955993652,-73.9910659790039,40.7505264282227,"N",351
"1384173","id3893641",1,"2016-01-29 17:16:54","2016-01-29 17:36:09",1,-73.991455078125,40.7498626708984,-73.973014831543,40.7536010742188,"N",1155
"1227914","id1869189",1,"2016-01-29 18:22:12","2016-01-29 18:24:08",1,-74.0056838989258,40.7257919311523,-74.0101699829102,40.7145156860352,"N",116
"338185","id0285365",1,"2016-02-07 15:12:01","2016-02-07 15:18:38",1,-73.9765930175781,40.7468643188477,-73.9710388183594,40.7511291503906,"N",397
"457920","id2169385",2,"2016-03-19 19:44:21","2016-03-19 19:53:40",1,-74.0021286010742,40.7281684875488,-73.9879150390625,40.7399406433105,"N",559
"1198383","id3098733",2,"2016-06-10 04:41:51","2016-06-10 04:56:31",3,-73.9579315185547,40.7685508728027,-73.8724136352539,40.7743492126465,"N",880
"591575","id0609799",1,"2016-05-19 09:49:24","2016-05-19 10:18:21",1,-73.9859466552734,40.7417335510254,-73.9477615356445,40.7762756347656,"N",1737
"361758","id0109497",1,"2016-03-24 22:03:04","2016-03-24 22:15:08",1,-73.9682006835938,40.7553024291992,-73.991455078125,40.7429504394531,"N",724
"470930","id3614015",1,"2016-03-06 14:01:27","2016-03-06 14:06:45",1,-74.0024948120117,40.7295989990234,-74.005744934082,40.7401542663574,"N",318
"1406757","id2136225",2,"2016-06-27 05:27:12","2016-06-27 05:44:40",2,-73.9394226074219,40.8210906982422,-73.8733291625977,40.7741088867188,"N",1048
"1064305","id2672576",1,"2016-06-28 02:25:53","2016-06-28 02:28:26",1,-73.9887084960938,40.7484664916992,-73.9772033691406,40.7584762573242,"N",153
"54540","id3830949",1,"2016-03-28 00:03:42","2016-03-28 00:23:42",1,-73.9413452148438,40.798511505127,-73.9004440307617,40.8484992980957,"N",1200
"325522","id0044558",2,"2016-05-15 18:04:22","2016-05-15 18:29:38",1,-73.9723358154297,40.673168182373,-73.9505844116211,40.7158737182617,"N",1516
"121095","id0159377",2,"2016-04-14 22:08:10","2016-04-14 22:30:55",1,-73.992805480957,40.7684173583984,-73.9972763061523,40.7214050292969,"N",1365
"38542","id1881288",1,"2016-02-26 20:42:03","2016-02-26 21:05:36",1,-73.9847869873047,40.7282409667969,-73.9505767822266,40.8040428161621,"N",1413
"1254041","id2438137",2,"2016-02-25 22:25:22","2016-02-25 22:32:48",6,-73.9899139404297,40.7186660766602,-73.9564590454102,40.7132568359375,"N",446
"618806","id3091085",1,"2016-03-08 00:28:09","2016-03-08 00:58:09",1,-73.7767333984375,40.6453247070312,-74.0085601806641,40.7121810913086,"N",1800
"1413085","id3970340",1,"2016-01-07 15:29:41","2016-01-07 15:35:05",1,-73.9812545776367,40.76416015625,-73.9908828735352,40.750675201416,"N",324
"1365386","id0922122",1,"2016-05-26 08:31:08","2016-05-26 08:40:41",1,-73.9820251464844,40.7628555297852,-73.9912490844727,40.7502517700195,"N",573
"585175","id1631010",2,"2016-01-31 16:58:12","2016-01-31 17:30:31",5,-73.9947052001953,40.7503356933594,-73.9872970581055,40.7220611572266,"N",1939
"1401949","id0428057",2,"2016-05-30 20:49:32","2016-05-30 20:55:41",1,-73.9850234985352,40.7601318359375,-73.9821090698242,40.7721786499023,"N",369
"287551","id1893456",2,"2016-05-16 19:25:43","2016-05-16 19:29:17",2,-73.9640579223633,40.7926406860352,-73.9572525024414,40.7858581542969,"N",214
"1171058","id2679925",2,"2016-03-21 16:13:07","2016-03-21 16:18:18",1,-73.9577865600586,40.8167915344238,-73.9584732055664,40.8100318908691,"N",311
"634708","id0725325",2,"2016-04-11 20:25:25","2016-04-11 20:38:30",1,-73.9834365844727,40.7558822631836,-73.9743728637695,40.7830772399902,"N",785
"460503","id0187528",2,"2016-01-28 15:53:09","2016-01-28 16:00:41",1,-73.9662628173828,40.7615699768066,-73.9552001953125,40.7794418334961,"N",452
"378933","id1787155",2,"2016-06-26 21:38:36","2016-06-26 21:43:13",2,-73.9786529541016,40.7588195800781,-73.9775009155273,40.7638511657715,"N",277
"1308396","id2418991",1,"2016-01-22 13:45:44","2016-01-22 13:50:49",1,-73.9610214233398,40.7716293334961,-73.9596405029297,40.7672500610352,"N",305
"861214","id2455965",1,"2016-05-22 13:43:23","2016-05-22 13:50:14",1,-73.970458984375,40.7612419128418,-73.9598007202148,40.7814178466797,"N",411
"242695","id2012556",2,"2016-06-08 20:09:03","2016-06-08 20:18:59",1,-73.9999160766602,40.7267036437988,-74.0083084106445,40.7121734619141,"N",596
"98337","id0669374",2,"2016-04-03 03:11:32","2016-04-03 03:28:54",1,-73.9813842773438,40.7330551147461,-73.9646148681641,40.7926712036133,"N",1042
"698942","id3174088",1,"2016-06-15 17:28:24","2016-06-15 18:12:49",1,-73.9560852050781,40.7814559936523,-73.9918746948242,40.7490768432617,"N",2665
"111414","id1295455",1,"2016-04-08 16:18:27","2016-04-08 16:35:05",1,-73.9580764770508,40.7848052978516,-73.9695510864258,40.762996673584,"N",998
"594674","id0452949",1,"2016-03-19 11:12:25","2016-03-19 11:34:53",1,-73.9745635986328,40.7562942504883,-73.9954223632812,40.7458724975586,"N",1348
"611798","id2103371",1,"2016-06-25 15:22:38","2016-06-25 15:28:12",1,-73.9756011962891,40.7560615539551,-73.9618606567383,40.7684173583984,"N",334
"545787","id3863019",2,"2016-02-01 13:46:40","2016-02-01 13:50:46",1,-73.9456024169922,40.7776260375977,-73.9511871337891,40.782585144043,"N",246
"626069","id1677487",1,"2016-04-30 14:21:31","2016-04-30 14:27:26",1,-73.9686508178711,40.7917213439941,-73.9799118041992,40.7840538024902,"N",355
"604364","id2125057",1,"2016-01-07 22:52:04","2016-01-07 23:08:33",1,-74.0003890991211,40.748119354248,-73.9647598266602,40.7594146728516,"N",989
"1301401","id3161567",2,"2016-01-18 21:17:33","2016-01-18 21:25:27",1,-74.0057601928711,40.7263717651367,-73.9927062988281,40.721378326416,"N",474
"433318","id2566008",1,"2016-05-15 12:18:12","2016-05-15 12:34:36",1,-74.0163345336914,40.7047843933105,-73.9983673095703,40.7133636474609,"N",984
"943653","id2960422",1,"2016-03-14 09:59:03","2016-03-14 10:14:02",1,-74.0012741088867,40.7364196777344,-73.9937591552734,40.7603492736816,"N",899
"491675","id2986390",1,"2016-06-09 14:19:10","2016-06-09 14:34:29",1,-73.9706192016602,40.7838325500488,-73.9576644897461,40.7726402282715,"N",919
"1257841","id3434507",2,"2016-02-05 17:13:56","2016-02-05 17:37:55",1,-73.9766159057617,40.778190612793,-74.0000686645508,40.7321319580078,"N",1439
"940569","id0357952",2,"2016-05-13 20:49:44","2016-05-13 21:05:26",2,-73.9864807128906,40.757396697998,-73.9745712280273,40.7419166564941,"N",942
"1103871","id2609658",1,"2016-06-18 13:23:25","2016-06-18 13:27:43",1,-73.9677429199219,40.7624397277832,-73.9752807617188,40.7582511901855,"N",258
"1009853","id0313917",1,"2016-02-23 12:27:39","2016-02-23 12:41:56",1,-73.9738388061523,40.7521514892578,-74.0113983154297,40.7032775878906,"N",857
"878082","id1697042",2,"2016-01-12 22:57:12","2016-01-12 23:05:50",5,-74.0062713623047,40.7174377441406,-73.9884567260742,40.7375221252441,"N",518
"833315","id1100099",1,"2016-04-24 12:12:32","2016-04-24 12:16:28",2,-74.0082473754883,40.7114524841309,-74.0143203735352,40.7042961120605,"N",236
"1236538","id1655526",1,"2016-05-11 23:46:18","2016-05-11 23:59:21",1,-74.0054779052734,40.7314109802246,-73.9922256469727,40.7616691589355,"N",783
"1069713","id1547788",1,"2016-06-06 07:16:52","2016-06-06 07:24:32",1,-73.9518585205078,40.7770500183105,-73.9704971313477,40.7591552734375,"N",460
"1031076","id2614924",1,"2016-03-19 14:58:09","2016-03-19 15:18:09",3,-74.0132064819336,40.7024612426758,-73.9475479125977,40.7845802307129,"N",1200
"499790","id2307444",1,"2016-04-24 21:07:22","2016-04-24 21:16:22",3,-73.9784317016602,40.7522506713867,-73.9863128662109,40.758228302002,"N",540
"1411935","id2646284",2,"2016-05-06 21:54:24","2016-05-06 22:13:55",1,-74.0052795410156,40.7208824157715,-73.9827575683594,40.7395629882812,"N",1171
"1017303","id3220250",2,"2016-03-30 21:24:06","2016-03-30 21:29:24",5,-73.9908828735352,40.734058380127,-73.9998550415039,40.7345123291016,"N",318
"540020","id0590802",2,"2016-05-20 20:56:15","2016-05-20 21:36:21",1,-73.7834777832031,40.6486434936523,-73.9135589599609,40.7452087402344,"N",2406
"1444970","id3995472",1,"2016-03-29 10:08:59","2016-03-29 10:12:37",1,-73.9636840820312,40.768123626709,-73.9561080932617,40.7634124755859,"N",218
"771047","id0708682",2,"2016-03-14 19:52:49","2016-03-14 20:01:14",1,-73.9903717041016,40.731201171875,-73.979133605957,40.7462310791016,"N",505
"153053","id1348275",1,"2016-06-23 10:44:24","2016-06-23 11:10:44",3,-73.9916458129883,40.7501525878906,-73.9616851806641,40.7799491882324,"N",1580
"1415743","id3566468",2,"2016-04-18 22:24:49","2016-04-18 22:28:16",1,-73.9848480224609,40.7469482421875,-73.977912902832,40.7512893676758,"N",207
"125201","id2887233",2,"2016-02-18 20:07:57","2016-02-18 20:24:23",1,-74.0020599365234,40.729850769043,-73.9944152832031,40.7594108581543,"N",986
"191130","id1137327",2,"2016-04-18 21:00:20","2016-04-18 21:10:51",1,-73.9616546630859,40.7799263000488,-73.9776840209961,40.7533226013184,"N",631
"42538","id1728376",2,"2016-06-01 14:32:48","2016-06-01 14:37:05",1,-73.9552307128906,40.7799186706543,-73.9589309692383,40.7777099609375,"N",257
"974630","id3289494",1,"2016-02-14 13:12:29","2016-02-14 13:20:23",1,-73.9945449829102,40.7505989074707,-74.0035095214844,40.748722076416,"N",474
"655882","id3790778",1,"2016-01-01 16:03:05","2016-01-01 16:04:50",2,-73.966438293457,40.7539215087891,-73.9655685424805,40.756103515625,"N",105
"1196875","id1863341",1,"2016-01-20 19:49:38","2016-01-20 19:56:40",1,-73.9681396484375,40.7588996887207,-73.9512252807617,40.7824325561523,"N",422
"314479","id1254767",2,"2016-05-13 08:13:56","2016-05-13 08:17:53",1,-73.9610977172852,40.7632713317871,-73.9535217285156,40.7711296081543,"N",237
"907727","id3012490",2,"2016-04-12 14:24:17","2016-04-12 14:30:15",1,-73.9740295410156,40.7518119812012,-73.9781646728516,40.754695892334,"N",358
"658927","id2172545",1,"2016-04-01 18:59:32","2016-04-01 19:12:40",1,-73.9773330688477,40.7584609985352,-73.9939270019531,40.7369194030762,"N",788
"1332851","id1743161",1,"2016-05-10 09:48:40","2016-05-10 10:07:56",1,-73.9919586181641,40.7489547729492,-73.9697341918945,40.7532768249512,"N",1156
"167017","id1088179",2,"2016-06-26 00:13:43","2016-06-26 00:23:27",1,-73.9516677856445,40.8243980407715,-73.9366989135742,40.8439064025879,"N",584
"129541","id0875843",2,"2016-04-26 18:58:59","2016-04-26 19:13:13",1,-73.9849166870117,40.7280807495117,-73.9535675048828,40.7693405151367,"N",854
"1004845","id1245376",1,"2016-01-15 02:58:48","2016-01-15 03:03:28",1,-73.9811477661133,40.7635803222656,-73.9723892211914,40.763069152832,"N",280
"996095","id0948684",1,"2016-04-26 23:17:03","2016-04-26 23:33:06",1,-73.9669570922852,40.7601623535156,-74.0075607299805,40.7050285339355,"N",963
"1440186","id1468833",2,"2016-05-03 20:28:08","2016-05-03 20:31:31",1,-73.977653503418,40.7585792541504,-73.9774703979492,40.7538108825684,"N",203
"306994","id3754647",1,"2016-03-06 00:15:26","2016-03-06 00:16:52",1,-73.9422760009766,40.7865219116211,-73.9399108886719,40.793773651123,"N",86
"145846","id0148389",1,"2016-01-05 11:23:40","2016-01-05 11:38:07",1,-73.9902267456055,40.7563362121582,-73.9656677246094,40.7663078308105,"N",867
"473447","id2674992",1,"2016-04-30 10:54:50","2016-04-30 10:59:02",1,-73.9608917236328,40.7672653198242,-73.9645080566406,40.7732162475586,"N",252
"697284","id0796446",1,"2016-04-23 10:55:01","2016-04-23 10:57:03",1,-73.9663314819336,40.7945556640625,-73.9726867675781,40.7859344482422,"N",122
"1383595","id0277587",2,"2016-05-29 04:21:20","2016-05-29 05:06:31",1,-73.9921035766602,40.7474212646484,-73.9331817626953,40.6904487609863,"N",2711
"776535","id2284723",2,"2016-04-20 17:56:15","2016-04-20 18:16:52",3,-73.981071472168,40.7444114685059,-74.0050888061523,40.7050895690918,"N",1237
"1009741","id2489846",2,"2016-01-27 19:49:04","2016-01-27 20:10:07",1,-73.9742736816406,40.7510681152344,-73.9484329223633,40.784839630127,"N",1263
"1058839","id2899026",1,"2016-04-15 19:06:46","2016-04-15 19:13:16",1,-73.9927291870117,40.7538566589355,-73.9875106811523,40.7444114685059,"N",390
"1123601","id1772294",1,"2016-03-02 10:16:49","2016-03-02 10:25:45",1,-73.9833450317383,40.7657775878906,-73.9949417114258,40.7697906494141,"N",536
"1274039","id2660661",2,"2016-01-31 17:10:07","2016-01-31 17:25:07",1,-73.9949035644531,40.7286186218262,-73.9850311279297,40.7468681335449,"N",900
"198058","id3129693",1,"2016-06-02 23:29:42","2016-06-02 23:33:31",1,-73.9992828369141,40.7338676452637,-74.005241394043,40.7402458190918,"N",229
"1102268","id1198594",1,"2016-04-03 03:09:31","2016-04-03 03:13:17",1,-74.0067443847656,40.7398948669434,-74.0066833496094,40.7442245483398,"N",226
"831936","id1811535",1,"2016-03-08 11:56:23","2016-03-08 12:12:04",1,-73.956298828125,40.7799491882324,-73.9565582275391,40.7639236450195,"N",941
"119006","id0078759",2,"2016-01-22 07:38:56","2016-01-22 07:41:26",5,-73.9811325073242,40.7400093078613,-73.9782409667969,40.7452812194824,"N",150
"474110","id3887559",1,"2016-06-24 13:15:18","2016-06-24 13:22:40",1,-73.9790191650391,40.7627105712891,-73.9756393432617,40.7549591064453,"N",442
"267439","id3805470",2,"2016-02-11 23:15:47","2016-02-11 23:56:09",2,-73.9847183227539,40.7502403259277,-73.9863433837891,40.6658401489258,"N",2422
"582006","id2399313",2,"2016-01-30 22:48:03","2016-01-30 22:57:38",1,-73.9885787963867,40.7590408325195,-73.9856491088867,40.7526702880859,"N",575
"810156","id3545039",2,"2016-05-15 05:36:27","2016-05-15 05:41:10",1,-73.983268737793,40.7559509277344,-73.9886932373047,40.7688217163086,"N",283
"731233","id3335059",2,"2016-04-21 07:42:22","2016-04-21 07:55:53",1,-73.9660415649414,40.7680816650391,-73.9850082397461,40.7416381835938,"N",811
"1241317","id2355227",1,"2016-05-20 21:16:23","2016-05-20 21:22:14",1,-73.9675598144531,40.7559967041016,-73.9776840209961,40.7488250732422,"N",351
"1161494","id3054326",1,"2016-05-15 00:12:30","2016-05-15 00:22:30",1,-73.9708404541016,40.7934837341309,-73.9398727416992,40.7941703796387,"N",600
"1356076","id3242369",2,"2016-05-12 20:15:42","2016-05-12 20:21:09",6,-73.9945068359375,40.7610702514648,-73.9822311401367,40.7653198242188,"N",327
"1353127","id2807450",2,"2016-05-18 09:36:48","2016-05-18 09:50:52",1,-73.9787979125977,40.7560005187988,-74.0053634643555,40.7282295227051,"N",844
"1155840","id2856454",1,"2016-02-13 01:10:24","2016-02-13 01:14:59",1,-73.9619522094727,40.7603759765625,-73.952995300293,40.7743072509766,"N",275
"1263845","id3375873",2,"2016-06-10 19:37:25","2016-06-10 19:42:36",2,-73.9682998657227,40.7999610900879,-73.9759368896484,40.7890815734863,"N",311
"56016","id1933085",1,"2016-01-02 15:36:35","2016-01-02 15:52:14",1,-73.9880752563477,40.7319107055664,-73.8707122802734,40.7738647460938,"N",939
"1200772","id0471408",2,"2016-04-13 15:21:17","2016-04-13 15:24:37",1,-73.9604415893555,40.7757415771484,-73.9558715820312,40.7818489074707,"N",200
"941457","id2178863",2,"2016-04-08 19:05:00","2016-04-08 19:24:35",1,-73.9970779418945,40.7224617004395,-73.9657516479492,40.7542610168457,"N",1175
"523119","id0557845",1,"2016-06-09 20:31:48","2016-06-09 20:36:21",1,-73.9521713256836,40.769172668457,-73.9662017822266,40.7647552490234,"N",273
"879123","id0627464",2,"2016-05-22 02:42:20","2016-05-22 02:55:21",6,-73.9941482543945,40.727611541748,-73.9821548461914,40.7626266479492,"N",781
"95188","id0061543",1,"2016-06-06 11:10:06","2016-06-06 11:20:46",1,-73.9789886474609,40.7447166442871,-73.9923400878906,40.749382019043,"N",640
"944653","id3247980",2,"2016-05-24 12:42:32","2016-05-24 13:11:06",1,-74.0138473510742,40.7129211425781,-73.9898300170898,40.7417030334473,"N",1714
"966414","id1372064",1,"2016-05-15 12:03:39","2016-05-15 12:10:11",1,-73.9787826538086,40.7537040710449,-73.9646987915039,40.7565422058105,"N",392
"94471","id2664694",2,"2016-05-15 13:03:31","2016-05-15 13:10:29",1,-74.0023956298828,40.7294387817383,-73.9914321899414,40.7489356994629,"N",418
"1848","id3784207",1,"2016-05-13 19:09:13","2016-05-13 19:40:20",1,-73.9553527832031,40.7682952880859,-73.9678955078125,40.6884803771973,"N",1867
"178972","id2876386",1,"2016-03-03 16:54:08","2016-03-03 17:12:39",1,-73.9828796386719,40.7780990600586,-73.9897308349609,40.7662887573242,"N",1111
"546022","id0920229",2,"2016-03-03 09:21:09","2016-03-03 09:25:04",6,-73.999870300293,40.7381782531738,-74.0062789916992,40.7228584289551,"N",235
"406903","id1134966",2,"2016-01-30 14:05:11","2016-01-30 14:12:33",6,-73.9772720336914,40.755916595459,-73.9621124267578,40.7781066894531,"N",442
"1338983","id1835871",2,"2016-03-20 20:20:58","2016-03-20 20:24:37",2,-73.9932403564453,40.7577209472656,-74.0043106079102,40.7519187927246,"N",219
"1354197","id1360095",2,"2016-01-27 09:39:58","2016-01-27 09:52:19",1,-73.9794082641602,40.7671241760254,-73.9614334106445,40.7801780700684,"N",741
"604263","id0174999",2,"2016-05-17 16:44:48","2016-05-17 16:54:32",2,-73.9507675170898,40.783145904541,-73.9617919921875,40.7702980041504,"N",584
"1288816","id1275083",2,"2016-02-10 13:28:38","2016-02-10 13:51:58",5,-73.9915924072266,40.7546882629395,-73.9485626220703,40.7851982116699,"N",1400
"223367","id2297074",1,"2016-01-29 20:42:23","2016-01-29 20:53:44",1,-73.9766845703125,40.7710762023926,-73.9509353637695,40.7777137756348,"N",681
"1150848","id3948636",2,"2016-06-09 11:35:35","2016-06-09 12:08:03",1,-73.9555511474609,40.7825088500977,-73.9803695678711,40.7512893676758,"N",1948
"119199","id1896428",1,"2016-04-22 13:38:56","2016-04-22 13:59:24",1,-73.9907531738281,40.742015838623,-73.9710159301758,40.7458648681641,"N",1228
"285288","id1653459",2,"2016-02-10 22:54:42","2016-02-10 23:00:39",1,-73.9557952880859,40.7796287536621,-73.9629745483398,40.7939338684082,"N",357
"1221685","id0356422",2,"2016-03-25 15:40:27","2016-03-25 15:53:45",1,-73.9806137084961,40.7649955749512,-73.9770584106445,40.7433013916016,"N",798
"629300","id2662940",1,"2016-01-11 07:30:08","2016-01-11 07:53:37",1,-73.98583984375,40.7586479187012,-73.9589157104492,40.806770324707,"N",1409
"631567","id1560686",1,"2016-02-12 07:29:23","2016-02-12 07:40:01",1,-73.9577178955078,40.7615432739258,-73.9858322143555,40.7351684570312,"N",638
"959527","id0931339",1,"2016-03-10 07:41:24","2016-03-10 07:50:30",1,-73.9731597900391,40.7486686706543,-73.9802780151367,40.7507133483887,"N",546
"865535","id3003485",2,"2016-04-09 22:42:55","2016-04-09 23:10:13",5,-73.9510498046875,40.7790603637695,-74.0053329467773,40.7288208007812,"N",1638
"1362120","id3831991",2,"2016-06-06 09:09:29","2016-06-06 09:18:42",1,-73.9848098754883,40.7424583435059,-73.9764633178711,40.7399215698242,"N",553
"175868","id2575768",2,"2016-03-30 17:37:51","2016-03-30 17:58:54",1,-73.94580078125,40.777774810791,-73.9760360717773,40.7603149414062,"N",1263
"98823","id3147649",2,"2016-03-04 19:31:51","2016-03-04 19:36:24",6,-73.9914703369141,40.7503204345703,-73.9981918334961,40.7405815124512,"N",273
"1039123","id1102994",2,"2016-02-14 09:31:52","2016-02-14 09:36:40",1,-73.9732971191406,40.7433280944824,-73.9714584350586,40.7568359375,"N",288
"517308","id2097754",2,"2016-03-14 10:04:10","2016-03-14 10:08:11",2,-73.9876403808594,40.749870300293,-73.9906311035156,40.75537109375,"N",241
"152062","id1528707",1,"2016-01-29 10:21:40","2016-01-29 10:48:23",1,-73.991813659668,40.7261085510254,-74.0070648193359,40.7521324157715,"N",1603
"39177","id1214815",2,"2016-01-05 19:04:24","2016-01-05 19:21:17",5,-74.0129318237305,40.7058296203613,-73.9794464111328,40.7146301269531,"N",1013
"576343","id3759120",2,"2016-03-31 13:31:04","2016-03-31 13:49:49",1,-73.9872589111328,40.7437210083008,-73.9915466308594,40.7544555664062,"N",1125
"1307397","id3053974",2,"2016-03-02 10:31:41","2016-03-02 11:01:14",3,-73.9887390136719,40.7583312988281,-74.0131912231445,40.7142066955566,"N",1773
"58787","id0763265",1,"2016-06-25 12:34:23","2016-06-25 12:42:58",1,-73.9674758911133,40.7690353393555,-73.9771270751953,40.75830078125,"N",515
"1089783","id2286981",2,"2016-02-02 22:13:37","2016-02-02 22:17:27",2,-73.9700012207031,40.7973556518555,-73.9764404296875,40.7885360717773,"N",230
"144873","id1554974",2,"2016-04-27 07:29:52","2016-04-27 07:37:20",1,-73.9706420898438,40.7885131835938,-73.9633865356445,40.7774810791016,"N",448
"285676","id1656824",2,"2016-03-18 19:57:08","2016-03-18 20:25:51",1,-74.0044631958008,40.7309074401855,-73.9522247314453,40.7729835510254,"N",1723
"29057","id3818982",1,"2016-05-18 19:11:40","2016-05-18 19:18:07",1,-73.9786911010742,40.7410163879395,-73.9889221191406,40.7268600463867,"N",387
"1270355","id0962978",2,"2016-04-10 06:24:06","2016-04-10 06:32:43",1,-73.9730682373047,40.7552909851074,-73.9715805053711,40.7465782165527,"N",517
"356206","id3197642",2,"2016-03-19 10:34:46","2016-03-19 10:41:45",3,-73.9473419189453,40.771312713623,-73.9575729370117,40.7828521728516,"N",419
"1222550","id2853823",2,"2016-05-06 22:43:13","2016-05-06 22:47:02",1,-74,40.7368202209473,-73.993408203125,40.7363319396973,"N",229
"464947","id0567793",2,"2016-03-29 11:00:10","2016-03-29 11:15:09",1,-73.9619064331055,40.7762145996094,-73.9667892456055,40.7615776062012,"N",899
"1282233","id3964085",2,"2016-03-19 16:11:51","2016-03-19 16:29:05",1,-73.9757919311523,40.7523002624512,-73.9683303833008,40.7704582214355,"N",1034
"709947","id2077223",2,"2016-03-30 05:29:16","2016-03-30 05:53:37",1,-74.0092239379883,40.7067260742188,-74.1819458007812,40.6876907348633,"N",1461
"781506","id1210283",1,"2016-06-01 10:56:44","2016-06-01 11:07:34",2,-73.9720687866211,40.7508087158203,-73.9692077636719,40.7607765197754,"N",650
"60533","id1149931",2,"2016-05-05 13:33:10","2016-05-05 14:01:12",1,-74.0098190307617,40.7097282409668,-73.9819869995117,40.7572898864746,"N",1682
